movie,actor
Beautiful Thing,Stephen Boyd
Beautiful Thing,John Witherspoon
Beautiful Thing,Jonathan Penner
Jumpin' Jack Flash,Wesley Addy
Jumpin' Jack Flash,Ice Cube
Jumpin' Jack Flash,Allen Jenkins
Jumpin' Jack Flash,Chris Penn
New Jack City,Megan Ward
New Jack City,Martita Hunt
New Jack City,Dolph Lundgren
New Jack City,Shirley Temple
Silent Movie,Kenneth McMillan
Silent Movie,Ronald Adam
Silent Movie,Robert Armstrong
Silent Movie,Hollye Holmes
A Night to Remember,Richard Burton
A Night to Remember,Julianne Nicholson
A Night to Remember,Richard Deacon
A Night to Remember,Antonio Mendoza
Creature from the Black Lagoon,Nick Mancuso
Creature from the Black Lagoon,Mel Harris
Creature from the Black Lagoon,Chazz Dominguez
Creature from the Black Lagoon,Michael Lonsdale
Mulholland Falls,Michael Dolan
Mulholland Falls,Glenn Anders
Mulholland Falls,Annabeth Gish
Mulholland Falls,Ellen Greene
Fatal Attraction,Arnold Lucy
Fatal Attraction,Radha Mitchell
Fatal Attraction,Dan Duryea
Fatal Attraction,Vernon Downing
Commando,Robin Tunney
Commando,Gene Evans
Commando,Nathan Fillion
Commando,Dianna Agron
The Birdcage,Martin Landau
The Birdcage,Luke Halpin
The Birdcage,Peter Graves
The Birdcage,Daryl Hannah
Blue Streak,Christopher Jones
Blue Streak,Andersen Gabrych
Blue Streak,Ralph Meeker
"""Greystoke: The Legend of Tarzan",Adam Roarke
"""Greystoke: The Legend of Tarzan",Dre Puhich
"""Greystoke: The Legend of Tarzan",Christine Noonan
"""Greystoke: The Legend of Tarzan",Allan Melvin
The Wedding Singer,Robert Cummings
The Wedding Singer,Robin Tunney
The Wedding Singer,Julie Hughes
The Wedding Singer,Ruth Marshall
Awakenings,Burt Lancaster
Awakenings,Sally Ann Howes
Awakenings,Jerry Orbach
Awakenings,Mike Figgis
Smokey and the Bandit,Steve Marachuk
Smokey and the Bandit,Bonnie Bedelia
Smokey and the Bandit,Piper Laurie
Smokey and the Bandit,Tom Waits
Cheaper by the Dozen,John Terry
Cheaper by the Dozen,Karen Fergusson
Cheaper by the Dozen,Barry Gibb
Cheaper by the Dozen,Joseph Bologna
Saturday Night Fever,Jeremy Davies
Saturday Night Fever,Juliet Stevenson
Saturday Night Fever,Mira Sorvino
Saturday Night Fever,Rupert Everett
Damage,Hume Cronyn
Damage,Edward Furlong
Damage,Laura San Giacomo
Damage,Lionel Atwill
Key Largo,Adam Roarke
Key Largo,Darren Dalton
Key Largo,Bridget Fonda
Key Largo,Bradley Gregg
Billy Madison,Mickey Rooney
Billy Madison,John Loder
Billy Madison,Aran Bell
Billy Madison,Leonard Rossiter
Year of the Dragon,Rachel McAdams
Year of the Dragon,Vittorio Gassman
Year of the Dragon,Helen Mirren
Year of the Dragon,Kirstie Alley
Picnic at Hanging Rock,Jack Nance
Picnic at Hanging Rock,Jessica Harper
Picnic at Hanging Rock,John Cleese
Picnic at Hanging Rock,Michael Legge
The Postman always rings twice,Dennis Price
The Postman always rings twice,Elle Macpherson
The Postman always rings twice,Neal McDonough
The Postman always rings twice,John Glover
The Big Easy,Woodrow Parfrey
The Big Easy,Meryl Streep
The Big Easy,John Bromfield
The Big Easy,Patrick Field
Zelig,Rob Morrow
Zelig,Kimberly Lambert
Zelig,Charlton Heston
Zelig,Shaquille O'Neal
This Is Spinal Tap,Michael C. Williams
This Is Spinal Tap,Angie Brown
This Is Spinal Tap,Nance O'Neil
This Is Spinal Tap,Keith David
Dressed to Kill,Robert Quarry
Dressed to Kill,Meryl Streep
Dressed to Kill,Bruce Davison
Dressed to Kill,Karen Balkin
The Great Gatsby,Louis Calhern
The Great Gatsby,Jason Durr
The Great Gatsby,Tim Rozon
The Great Gatsby,Larisa Oleynik
Iron Eagle,Burt Kwouk
Iron Eagle,Kirk Acevedo
Iron Eagle,Charles Drake
Iron Eagle,Alexis Cruz
Tough Guys,Duncan Regehr
Tough Guys,Fay Wray
Tough Guys,Chico Marx
Tough Guys,Marthe Keller
Little Big Man,Jim R. Coleman
Little Big Man,Dick van Dyke
Little Big Man,Erik Rhodes
Little Big Man,Clive Russell
The Beverly Hillbillies,Johnathon Schaech
The Beverly Hillbillies,Jerry Levine
The Beverly Hillbillies,Fay Wray
The Beverly Hillbillies,Lili St Cyr
Arizona Dream,Richard Bull
Arizona Dream,Clifton Webb
Arizona Dream,Mary Tyler Moore
Arizona Dream,Patrick Wilson
Where Eagles Dare,Shirley Henderson
Where Eagles Dare,Debra Paget
Where Eagles Dare,Jack Nance
Where Eagles Dare,Danny De La Paz
Terms of Endearment,Will Smith
Terms of Endearment,Harvey Fierstein
Terms of Endearment,Barbara Harris
Terms of Endearment,David Bowe
The Last Temptation of Christ,Richard Garland
The Last Temptation of Christ,Andy Dick
The Last Temptation of Christ,Laurie Bartram
The Last Temptation of Christ,Nancy Sinatra
Internal Affairs,Al Jolson
Internal Affairs,John Cullum
Internal Affairs,Brid Brennan
Internal Affairs,Danielle von Zerneck
City Hall,Richard O'Brien
City Hall,John Cameron Mitchell
City Hall,Lon Chaney Jr.
City Hall,Stephen Boyd
Brewster's Millions,Eddie Mayehoff
Brewster's Millions,Robin Gibb
Brewster's Millions,Haley Joel Osment
Brewster's Millions,Dave Goelz
Boomerang,Brid Brennan
Boomerang,Camille Coduri
Boomerang,Kynaston Reeves
Boomerang,Shay Astar
Singles,Seymour Cassel
Singles,Edmund Breon
Singles,Joan Van Ark
Singles,Jakob Cedergren
Them!,Clea DuVall
Them!,Gene Tierney
Them!,Megan Ward
Them!,Madeleine Stowe
Blazing Saddles,Bruce Welch
Blazing Saddles,Sarah Henderson
Blazing Saddles,Dennis Dun
Blazing Saddles,Tom Selleck
Striking Distance,Jeff Conaway
Striking Distance,Anna Palk
Striking Distance,Dana Davis
Striking Distance,Terry Camilleri
Fly Away Home,Delroy Lindo
Fly Away Home,Michael Berryman
Fly Away Home,Jörg Schüttauf
Fly Away Home,Peter Frampton
The Seventh Sign,Marlene Dietrich
The Seventh Sign,Treat Williams
The Seventh Sign,Hugh Grant
The Seventh Sign,Richard 'Skeets' Gallagher
Mutiny on the Bounty,Anna-Maria Monticelli
Mutiny on the Bounty,Rebecca Callard
Mutiny on the Bounty,Matt Long
Mutiny on the Bounty,Ernie Dingo
The Hand that Rocks the Cradle,Harriet Lenabe
The Hand that Rocks the Cradle,Brian Cox
The Hand that Rocks the Cradle,Ras Daniel Hartman
The Hand that Rocks the Cradle,Bonnie Bartlett
Presumed Innocent,Harvey Fierstein
Presumed Innocent,Cameron Bright
Presumed Innocent,Billy Wirth
Presumed Innocent,Craig Reay
Head above Water,Whitney Houston
Head above Water,Dianna Agron
Head above Water,Elga Andersen
Head above Water,Tim Curry
The Associate,Audrey Dalton
The Associate,Renée Zellweger
The Associate,Stanley Baker
The Associate,Wilfred Pickles
My Fair Lady,Nancy Travis
My Fair Lady,Peter Finch
My Fair Lady,Leif Erickson
My Fair Lady,John Colicos
Earthquake,John Saxon
Earthquake,Lorraine Gary
Earthquake,Sharron Corley
Earthquake,Danny DeVito
Human Traffic,Eric Christmas
Human Traffic,Rob Schneider
Human Traffic,Camilla Sparv
Human Traffic,Janet Munro
Nuns on the Run,Jo-Ann Robinson
Nuns on the Run,Craig Stevens
Nuns on the Run,Heather Mitchell
Nuns on the Run,Oliver Reed
Poltergeist II: The Other Side,Robert Quarry
Poltergeist II: The Other Side,Jane Darwell
Poltergeist II: The Other Side,Valerie Hobson
Poltergeist II: The Other Side,William Windom
The Electric Horseman,Mervyn Johns
The Electric Horseman,Rose Stradner
The Electric Horseman,Ed Begley
The Electric Horseman,Linda Henry
She-Devil,Rick Kunzi
She-Devil,Marcia McBroom
She-Devil,Robert Newton
She-Devil,Daniel Pollock
"""Honey",Marthe Keller
"""Honey",Sylvia Syms
"""Honey",Joseph Chan
"""Honey",Tate Donovan
Tora! Tora! Tora!,Karl-Michael Vogler
Tora! Tora! Tora!,Moira Kelly
Tora! Tora! Tora!,Anna Karina
Tora! Tora! Tora!,Maximilian Schell
Peeping Tom,Jim Farley
Peeping Tom,Frank Morgan
Peeping Tom,Jerry Mayer
Peeping Tom,Richard Hatch
The Muppet Movie,Chelsea Field
The Muppet Movie,Salma Hayek
The Muppet Movie,Eric Schweig
The Muppet Movie,Estella Warren
Mask,Alex Scott
Mask,Jennifer Warren
Mask,Gerda Nicolson
Mask,Christine Cavanaugh
Child's Play 2,Annabella Sciorra
Child's Play 2,Julia Ormond
Child's Play 2,Lili St Cyr
Child's Play 2,Vince Vaughn
Mystic Pizza,Larry Simms
Mystic Pizza,Jake Gyllenhaal
Mystic Pizza,Nigel Terry
Mystic Pizza,Nicolai Cleve Broch
Rembrandt,George Brent
Rembrandt,Karl Hardman
Rembrandt,Stephen Tompkinson
Rembrandt,Michael Stefani
Patton,Audrey Dalton
Patton,Alan Alda
Patton,Richard Cox
Patton,Edward Woodward
Wait Until Dark,Pier Angeli
Wait Until Dark,William Swan
Wait Until Dark,Polly Bergen
Wait Until Dark,Ian Charleson
Robinson Crusoe,Joe Grifasi
Robinson Crusoe,Lane Smith
Robinson Crusoe,Joe Morton
Robinson Crusoe,Brian Geraghty
Baby's Day Out,Diane Clare
Baby's Day Out,Sam Rockwell
Baby's Day Out,Harold Perrineau
Baby's Day Out,Kristin Scott Thomas
Baby Boom,Edmund Breon
Baby Boom,John Finnegan
Baby Boom,Mildred Dunnock
Baby Boom,Mildred Clinton
The Trouble with Harry,Gene Wilder
The Trouble with Harry,Michael Dolan
The Trouble with Harry,Elizabeth A. Jaeger
The Trouble with Harry,Ringo Starr
Coma,Khandi Alexander
Coma,Redd Foxx
Coma,Wojciech Pszoniak
Coma,Amanda Bynes
Freeway,Charlotte Rampling
Freeway,Anthony Simcoe
Freeway,Rory Cochrane
Freeway,Paul Kermack
The Omega Man,Burt Kwouk
The Omega Man,Peter O'Toole
The Omega Man,Frédérique Bel
The Omega Man,Denholm Elliott
Local Hero,Kate Levering
Local Hero,Hetty Bower
Local Hero,Andrew Garfield
Local Hero,Maggie Q
The Secret Garden,Robert Taylor
The Secret Garden,Marla English
The Secret Garden,Eddie Firestone
The Secret Garden,Robert Fuller
The Meteor Man,Maggie Q
The Meteor Man,Helena Bergström
The Meteor Man,Demi Moore
The Meteor Man,Julian Mateos
A Room with a View,Tom Courtenay
A Room with a View,Nicole Beharie
A Room with a View,Thomas G. Waites
A Room with a View,Robert Preston
Far and Away,Don Alvarado
Far and Away,Wiley Wiggins
Far and Away,Cory Danziger
Far and Away,Hugo Weaving
Cocoon: The Return,Burt Lancaster
Cocoon: The Return,Roger Livesey
Cocoon: The Return,Farley Granger
Cocoon: The Return,Dean Jones
The Cannonball Run,Tom Guiry
The Cannonball Run,Gaylen Ross
The Cannonball Run,Madolyn Smith Osborne
The Cannonball Run,Lori Nelson
A League of Their Own,Ryan Gosling
A League of Their Own,Tatsuya Mihashi
A League of Their Own,Madeleine Stowe
A League of Their Own,John Heard
Paper Moon,Matthew McConaughey
Paper Moon,Nicolas Bro
Paper Moon,John Hannah
Paper Moon,Sandrine Holt
Birdy,Debra Winger
Birdy,Patrick J. Adams
Birdy,Dennis Busch
Birdy,Christopher Reeve
The Howling,Jeff Conaway
The Howling,Mel Harris
The Howling,George 'Buck' Flower
The Howling,Leelee Sobieski
Something Wild,Woodrow Parfrey
Something Wild,Louise Goodall
Something Wild,Carlo Giustini
Something Wild,Nathaniel Parker
Bananas,Maryam d'Abo
Bananas,Yorgo Voyagis
Bananas,Nicole Maurey
Bananas,Steve Brodie
Mystery Train,Hugh Fraser
Mystery Train,Gene Evans
Mystery Train,Sarah Henderson
Mystery Train,David Miller
Extreme Measures,Robin Tunney
Extreme Measures,Mary Beth Hughes
Extreme Measures,Glenn Anders
Extreme Measures,John Limnidis
The World According to Garp,River Phoenix
The World According to Garp,Jock Mahoney
The World According to Garp,Paul McCartney
The World According to Garp,Beatrice Straight
The Hotel New Hampshire,Dylan Baker
The Hotel New Hampshire,Stacey Pickren
The Hotel New Hampshire,John Carradine
The Hotel New Hampshire,William Holden
Hardware,Jon Favreau
Hardware,Frances Sternhagen
Hardware,Martin Milner
Hardware,Tenzin Thuthob Tsarong
Macbeth,Nigel Havers
Macbeth,Helen Hunt
Macbeth,Ian Hendry
Macbeth,Rupert Everett
The Madness of King George,Oliver Pratt
The Madness of King George,Ann Wedgeworth
The Madness of King George,Rodolfo De Alexandre
The Madness of King George,Elsa Martinelli
Tommy,Bożena Dobierzewska
Tommy,Irene Kane
Tommy,Bo Derek
Tommy,Randy Brooks
Midnight Express,Spencer Breslin
Midnight Express,Felicia Farr
Midnight Express,Harry Belafonte
Midnight Express,Don DeFore
The Old Man and the Sea,Robin Tunney
The Old Man and the Sea,Sheldon Peters Wolfchild
The Old Man and the Sea,Ray Milland
The Old Man and the Sea,Paul Cross
Popeye,Christopher Stone
Popeye,Bronson Pinchot
Popeye,Tom Sizemore
Popeye,Martin Shaw
The Dead Zone,Woodrow Parfrey
The Dead Zone,Charlotte Lewis
The Dead Zone,Jessica Campbell
The Dead Zone,Marie Windsor
Stardust Memories,Jeff Fahey
Stardust Memories,Stacey Dash
Stardust Memories,Carlos Montalbán
Stardust Memories,Michelle Monaghan
Into the Night,Julian Mateos
Into the Night,Lori Petty
Into the Night,Richard Dust
Into the Night,Mary Ure
Warlock,Richard Donat
Warlock,Hobart Bosworth
Warlock,John Glover
Warlock,Audrey Dalton
Always,Steve Marachuk
Always,Eddie Mayehoff
Always,Heather Donahue
Bowfinger,Dre Puhich
Bowfinger,David Arnott
Bowfinger,Michael V. Gazzo
Bowfinger,Molly Ringwald
Never Been Kissed,Jack Lambert
Never Been Kissed,Walter Huston
Never Been Kissed,John Doe
Never Been Kissed,Henry Winkler
The Odd Couple,Dwayne Hickman
The Odd Couple,Johnny Galecki
The Odd Couple,Naveen Andrews
The Odd Couple,Kristen Stewart
Walking Tall,Edward Asner
Walking Tall,Mike Henry
Walking Tall,Cameron Bright
Walking Tall,Jennie Linden
She's the One,Harriet Lenabe
She's the One,Anne-Marie Kennedy
She's the One,Michael Gwynn
She's the One,Stanley Maxted
Regarding Henry,Stephen Dorff
Regarding Henry,Judd Nelson
Regarding Henry,Vanessa Lee Chester
Regarding Henry,Jennifer Delora
Wilde,John Gavin
Wilde,Frances Fisher
Wilde,Dan Duryea
Wilde,Léa Massari
Blood Simple,Michael C. Williams
Blood Simple,Donald Pleasence
Blood Simple,Robert Downey Jr.
Blood Simple,Jennifer Warren
The Eagle has landed,Matthew Lillard
The Eagle has landed,Jena Malone
The Eagle has landed,Woody Allen
The Eagle has landed,Sally Kellerman
EDtv,Geoffrey Pierson
EDtv,Faith Domergue
EDtv,Tawny Kitaen
EDtv,Peter Friedman
House on Haunted Hill,Chris Evans
House on Haunted Hill,David Soul
House on Haunted Hill,Brian Cox
House on Haunted Hill,Blythe Danner
Tommy Boy,John Cullum
Tommy Boy,Dianna Agron
Tommy Boy,Jennifer Saunders
Bullets Over Broadway,Michael Ironside
Bullets Over Broadway,James Whitmore
Bullets Over Broadway,Stephen Lack
The Hard Way,John Warwick
The Hard Way,Hansjörg Felmy
The Hard Way,Elsa Lanchester
The Hard Way,Rebecca Wood
Hatari!,Flora Robson
Hatari!,Mira Sorvino
Hatari!,Stephen Peace
Hatari!,Adolphe Menjou
The Crying Game,Peter O'Farrell
The Crying Game,James Madio
The Crying Game,Cuba Gooding Jr.
The Crying Game,Elga Andersen
Lord Jim,Alan Young
Lord Jim,George Coe
The Belles of St. Trinian's,Christopher Plummer
The Belles of St. Trinian's,Gene Evans
The Belles of St. Trinian's,Jackie Coogan
Superman IV – The Quest for Peace,Gaylen Ross
Superman IV – The Quest for Peace,Samuel E. Wright
Superman IV – The Quest for Peace,Yvonne Furneaux
The Long Kiss Goodnight,Tony Becker
The Long Kiss Goodnight,Sidney James
The Long Kiss Goodnight,Theo Maassen
The Long Kiss Goodnight,Charles Martin Smith
The Defiant Ones,Robert Cummings
The Defiant Ones,Jeremy Davies
The Defiant Ones,Ray Liotta
The Defiant Ones,Aidan Gould
The Mission,Chester Morris
The Mission,Beverly Bonner
The Mission,Dana Delany
The Mission,Jason Lee
European Vacation,Chester Morris
European Vacation,Beverly Bonner
European Vacation,Randy Brooks
European Vacation,Eszter Balint
Vegas Vacation,Charlotte Rampling
Vegas Vacation,Eduardo Ciannelli
Vegas Vacation,Henry Edwards
Vegas Vacation,James Carpenter
Midway,Bin Wu
Midway,Grace Jones
Midway,Frank Silvera
Midway,Cecillia Stark
High Society,Burt Kwouk
High Society,Monika Kelly
High Society,Deborah Kara Unger
High Society,Donna Dixon
From Here to Eternity,Ray Winstone
From Here to Eternity,Lily Tomlin
From Here to Eternity,Michèle Laroque
From Here to Eternity,Alexander Morton
Dead End,Lara Flynn Boyle
Dead End,Keith Coogan
Dead End,Chris Stafford
Dead End,Freddie Prinze Jr.
Dead Presidents,Heather Locklear
Dead Presidents,Victor Wong
Dead Presidents,Christina Applegate
Dead Presidents,Christina Ricci
Welcome to the Dollhouse,Woodrow Parfrey
Welcome to the Dollhouse,Ming-Na Wen
Welcome to the Dollhouse,Helena Bergström
Welcome to the Dollhouse,Ewen Bremner
Mighty Aphrodite,John Travolta
Mighty Aphrodite,Rob Lowe
Mighty Aphrodite,Ralph Bellamy
Mighty Aphrodite,Paul Schulze
Quiz Show,William O'Leary
Quiz Show,Kim De Angelo
Quiz Show,Dennis Dun
Quiz Show,Brian Blessed
Manhunter,Chazz Palminteri
Manhunter,Tommy Bone
Manhunter,Stringer Davis
Manhunter,Edgar Kennedy
Up In Smoke,Cary Elwes
Up In Smoke,Joan Cusack
Up In Smoke,Siobhan McKenna
Up In Smoke,Nicollette Sheridan
Suspicion,Harrison Page
Suspicion,Michael C. Williams
Suspicion,Treat Williams
Suspicion,Cuba Gooding Jr.
Battle of Britain,Dennis Price
Battle of Britain,Wings Hauser
Battle of Britain,John Diel
Battle of Britain,Stephen Root
Great Balls of Fire!,Hugh Fraser
Great Balls of Fire!,Julian Sands
Great Balls of Fire!,Todd Graff
Great Balls of Fire!,Joan Crawford
Nine Months,Michael Zelniker
Nine Months,Dorothy Tutin
Nine Months,Brian O'Halloran
Nine Months,James Rebhorn
The Warriors,Catherine Breillat
The Warriors,Ian Hart
The Warriors,John Forsythe
The Warriors,Yvonne Elliman
Repulsion,James Brown
Repulsion,John Hodiak
Repulsion,Matthew Sunderland
Repulsion,John Barrymore
Rollerball,Woodrow Parfrey
Rollerball,Janet Leigh
Rollerball,Marc de Jonge
Rollerball,Jacqueline Tong
Take the Money and Run,David Janssen
Take the Money and Run,Dre Puhich
Take the Money and Run,Fred Ward
Take the Money and Run,Heather Langenkamp
Firestarter,Ken Wahl
Firestarter,Emma Sjöberg
Firestarter,Derek Elphinstone
Firestarter,Andy Dick
Dead Again,Bill Paxton
Dead Again,Cathy Moriarty
Dead Again,Zack Norman
Dead Again,Paul Walker
The Serpent and the Rainbow,Craig Warnock
The Serpent and the Rainbow,Mel Harris
The Serpent and the Rainbow,Gregg Edelman
The Serpent and the Rainbow,Deborah Richter
Body Double,Kevin Jamal Woods
Body Double,Scott Caan
Body Double,Kevin Conroy
Body Double,Danny Dyer
Silverado,Damon Wimbley
Silverado,Neal McDonough
Silverado,John Beck
Silverado,Christopher Lambert
1941,Jack Lambert
1941,Walter Huston
1941,Ann Wedgeworth
1941,Buddy Hackett
Grumpy Old Men,Jock Mahoney
Grumpy Old Men,Dianna Agron
Grumpy Old Men,Adam Beach
Grumpy Old Men,Harry Bellaver
Little Man Tate,Moira Shearer
Little Man Tate,Johnny Ramone
Little Man Tate,Andrew Lauer
Little Man Tate,Harry Crosby
Pretty in Pink,James Brown
Pretty in Pink,Tuesday Knight
Pretty in Pink,William Windom
Pretty in Pink,James Badge Dale
Thief,Nigel Patrick
Thief,Nicholas Ball
Thief,Helen Hunt
Thief,Cher
Excalibur,Tom Gaman
Excalibur,Mike Starr
Excalibur,James Duval
Excalibur,Patrick McGoohan
The Sandlot,Clarence Felder
The Sandlot,Marilyn Ghigliotti
The Sandlot,Monika Kelly
The Sandlot,Thandie Newton
The Misfits,Mel Ferrer
The Misfits,Sig Ruman
The Misfits,Linda Henry
The Misfits,Michael Moriarty
The Year of Living Dangerously,William Hopper
The Year of Living Dangerously,Bing Crosby
The Year of Living Dangerously,Bo Hopkins
The Year of Living Dangerously,Charles Grodin
Altered States,Woody Allen
Altered States,Randy Brooks
Altered States,Vanda Godsell
Altered States,Bill Mumy
Kingpin,Jason Robards
Kingpin,Bill Mumy
Kingpin,Olivia Newton-John
Kingpin,Seth Meyers
Rushmore,Hugo Weaving
Rushmore,Jessica Stroup
Rushmore,Frank McHugh
Rushmore,Elizabeth Perkins
*batteries not included,Kevin Kline
*batteries not included,Dana Wheeler-Nicholson
*batteries not included,Larry Drake
*batteries not included,Kimberly Williams-Paisley
Invasion of the Body Snatchers,Brendan Fletcher
Invasion of the Body Snatchers,Josh Hartnett
Invasion of the Body Snatchers,Anicée Alvina
Invasion of the Body Snatchers,Seth Green
Journey to the Center of the Earth,Emilie de Ravin
Journey to the Center of the Earth,River Phoenix
Journey to the Center of the Earth,Delroy Lindo
Journey to the Center of the Earth,Judd Hirsch
St. Elmo's Fire,Gene Tierney
St. Elmo's Fire,Jharana Das
St. Elmo's Fire,Richard O'Brien
St. Elmo's Fire,Patrick Magee
Silver Streak,Woodrow Parfrey
Silver Streak,Diane Clare
Silver Streak,John Barrymore
Silver Streak,Mary Gail Artz
Sleeper,Woodrow Parfrey
Sleeper,Martin Kove
Sleeper,Anita Ekberg
Sleeper,Joanna Cassidy
Crimes and Misdemeanors,Perrette Pradier
Crimes and Misdemeanors,Merle Oberon
Crimes and Misdemeanors,Timothy Spall
Crimes and Misdemeanors,Michael Ironside
Class of 1984,Kevin Jamal Woods
Class of 1984,Sig Ruman
Class of 1984,Frank Gallacher
Dave,Burt Kwouk
Dave,Nick Cassavetes
Dave,Eunice Gayson
Dave,Topol
The Crimson Pirate,Alan Alda
The Crimson Pirate,Frank C. Turner
The Crimson Pirate,Deep Roy
The Crimson Pirate,Patrick Budal
Inspector Clouseau,James Gandolfini
Inspector Clouseau,Joan Greenwood
Inspector Clouseau,Walter Barnes
Inspector Clouseau,Harry Liedtke
Support Your Local Sheriff,Jack Lambert
Support Your Local Sheriff,Tony Becker
Support Your Local Sheriff,Natalie Trundy
Support Your Local Sheriff,Peter Facinelli
The Great Race,Spencer Breslin
The Great Race,Millie Perkins
The Great Race,Shirley Temple
The Great Race,Edgar Kennedy
It's a Mad Mad Mad Mad World,Sean Combs
It's a Mad Mad Mad Mad World,Donald Pleasence
It's a Mad Mad Mad Mad World,Lesley Ann Warren
It's a Mad Mad Mad Mad World,Alan Ruck
The First Great Train Robbery,Steve Marachuk
The First Great Train Robbery,Darwyn Carson
The First Great Train Robbery,Rick Moranis
The First Great Train Robbery,Sheldon Peters Wolfchild
Roxanne,Nathan Fillion
Roxanne,Will Arnett
Roxanne,Matt McCoy
Roxanne,Ulrich Noethen
The Producers,Linda Bassett
The Producers,Richard Bull
The Producers,Louis de Funès
The Producers,Max Wall
Exorcist II: The Heretic,George Brent
Exorcist II: The Heretic,Ed Bernard
Exorcist II: The Heretic,Brad Davis
Exorcist II: The Heretic,Jason Mewes
The Exorcist III,Clifton Webb
The Exorcist III,Ted Sorel
The Exorcist III,Don Pedro Colley
The Exorcist III,Carroll Baker
Kelly's Heroes,Paul Muni
Kelly's Heroes,Stringer Davis
Kelly's Heroes,Michael O'Keefe
Kelly's Heroes,Jennifer Tilly
Slap Shot,Steve Marachuk
Slap Shot,Kathleen Quinlan
Slap Shot,David Tress
Slap Shot,Paul A. Partain
The Man with Two Brains,Kathleen Quinlan
The Man with Two Brains,Sam Wanamaker
The Man with Two Brains,Rick Scully
The Man with Two Brains,Matthew Laurance
Serial Mom,Paul Muni
Serial Mom,Jessica Stroup
Serial Mom,Bruce Welch
Serial Mom,Mel Harris
Nobody's Fool,Eddie Mayehoff
Nobody's Fool,Nick Mancuso
Nobody's Fool,Brigitte Nielsen
Nobody's Fool,Kevin Spacey
Another 48 Hrs.,Robin Tunney
Another 48 Hrs.,Michael Fox
Another 48 Hrs.,Joan Crawford
Another 48 Hrs.,Robin Williams
Toys,Zach Galligan
Toys,Kevin Anderson
Toys,Kathryn Beaumont
Toys,Ilan Mitchell-Smith
Stir of Echoes,George Brent
Stir of Echoes,Dana Wheeler-Nicholson
Stir of Echoes,Clint Walker
Stir of Echoes,Jacquelyn Hyde
The List of Adrian Messenger,Graem McGavin
The List of Adrian Messenger,Peter Bogdanovich
The List of Adrian Messenger,Chazz Palminteri
The List of Adrian Messenger,Tommy Bone
Yellowbeard,Woodrow Parfrey
Yellowbeard,Diane Clare
Yellowbeard,Tony Randall
Yellowbeard,Jerry Kemp
"""Play It Again",John Warwick
"""Play It Again",Maureen Connell
"""Play It Again",Ben Gazzara
"""Play It Again",Claude Jade
Rio Grande,Lili St Cyr
Rio Grande,Liam Cunningham
Rio Grande,Catherine Schell
Rio Grande,Owen Moore
The Haunting,Robert Strauss
The Haunting,Deborah Kara Unger
The Haunting,Leo G. Carroll
The Haunting,Peter Stormare
Quo Vadis,Brendan Fletcher
Quo Vadis,Alice Krige
Quo Vadis,Christopher Stone
Quo Vadis,Sir Ian McKellen
Blast from the Past,Richard Bull
Blast from the Past,Ling Bai
Blast from the Past,Lee Marvin
Blast from the Past,Harrison Page
The Medusa Touch,John Terry
The Medusa Touch,Nance O'Neil
The Medusa Touch,John Limnidis
The Medusa Touch,Dennis Farina
Blow Out,Mark Joy
Blow Out,Mel Ferrer
Blow Out,Bill Hunter
Blow Out,Geraldine Smith
Gallipoli,Lauren Hutton
Gallipoli,Ryan O`Neal
Gallipoli,Toshirô Mifune
Gallipoli,Colleen Rennison
Air America,Jeremy Slate
Air America,Alex Daniels
Air America,Lucy Gutteridge
Air America,John Mylong
Five Fingers,Robert Arevalo
Five Fingers,Michael A. Goorjian
Five Fingers,Angelina Jolie
Five Fingers,Maria Conchita Alonso
Following,Gérard Barray
Following,Anne Baxter
Following,Vincent Klyn
Following,Jacques Roux
The Commitments,Jamie Gillis
The Commitments,Josh Duhamel
Cyrano de Bergerac,Woodrow Parfrey
Cyrano de Bergerac,Diane Clare
Cyrano de Bergerac,George Wilson
Cyrano de Bergerac,Francois Barre-Sinnousi
Halloween H20: 20 Years Later,Jean Yanne
Halloween H20: 20 Years Later,Donald Curtis
Halloween H20: 20 Years Later,Ken Shapiro
Halloween H20: 20 Years Later,Bobby Fite
Love and Death,Jane Darwell
Love and Death,Lee Majors
Love and Death,Michael Caine
Love and Death,Dustin Hoffman
Bloodsport,John Warwick
Bloodsport,James Stacy
Bloodsport,Vera Farmiga
Bloodsport,Lee Majors
Cat Ballou,Chloë Sevigny
Cat Ballou,Ming-Na Wen
Cat Ballou,Michael Robbins
Cat Ballou,Kenneth Tobey
The Man Who Shot Liberty Valance,William Hopper
The Man Who Shot Liberty Valance,Ras Daniel Hartman
The Man Who Shot Liberty Valance,Sondra Locke
The Man Who Shot Liberty Valance,José Ferrer
The Replacement Killers,Audrey Dalton
The Replacement Killers,Henry Edwards
The Replacement Killers,Mel Brooks
The Replacement Killers,Vittorio De Sica
Kiss of the Spider Woman,Clifton Webb
Kiss of the Spider Woman,Gene Wilder
Kiss of the Spider Woman,Dan Duryea
Kiss of the Spider Woman,Alison Doody
War and Peace,Dick York
War and Peace,Sal Mineo
War and Peace,Lionel Barrymore
War and Peace,Gerrit Graham
Tightrope,George Rose
Tightrope,Barbara Rush
Tightrope,Martin Short
Tightrope,Michael Gough
Chitty Chitty Bang Bang,Tim Meadows
Chitty Chitty Bang Bang,Meg Foster
